Alimento,Grupo,Porción,Gramos,precio100g,Precio,kcal_por_g,"Calcium, Ca",Retinol,Lycopene,MUFA 20:1,PUFA 20:5 n-3 (EPA),SFA 14:0,Total Sugars,"Carotene, beta",Total lipid (fat),Thiamin,"Vitamin B-12, added",PUFA 18:3,PUFA 18:2,"Phosphorus, P",Energy,Folic acid,Vitamin E (alpha-tocopherol),Vitamin B-6,Niacin,"Folate, DFE","Cryptoxanthin, beta","Fatty acids, total saturated",SFA 8:0,"Zinc, Zn","Magnesium, Mg","Folate, food",SFA 12:0,SFA 16:0,"Alcohol, ethyl","Fatty acids, total monounsaturated","Copper, Cu",PUFA 20:4,"Choline, total","Carbohydrate, by difference",Riboflavin,"Carotene, alpha",Vitamin K (phylloquinone),Cholesterol,Vitamin B-12,Caffeine,SFA 6:0,PUFA 22:6 n-3 (DHA),Protein,PUFA 18:4,"Fiber, total dietary",MUFA 16:1,"Fatty acids, total polyunsaturated",PUFA 22:5 n-3 (DPA),Lutein + zeaxanthin,Vitamin D (D2 + D3),"Potassium, K","Iron, Fe",SFA 10:0,Water,MUFA 22:1,"Selenium, Se","Vitamin A, RAE","Vitamin E, added","Folate, total","Sodium, Na","Vitamin C, total ascorbic acid",Theobromine,SFA 18:0,MUFA 18:1,SFA 4:0
"Chicken thigh, grilled with sauce, skin not eaten",Pollo,"1 cup, cooked, diced",135.0,0.88,1.18,1.4148148148148147,13.0,6.0,812.0,0.042,0.004,0.036,5.94,24.0,8.56,0.08,0.0,0.148,1.848,186.0,191.0,0.0,0.66,0.38,5.034,4.0,0.0,2.107,0.001,1.55,21.0,4.0,0.003,1.584,0.0,3.523,0.066,0.069,58.3,7.28,0.183,0.0,5.4,106.0,0.33,0.0,0.001,0.004,19.8,0.001,0.2,0.392,2.125,0.006,16.0,0.2,255.0,1.01,0.001,62.95,0.005,21.7,8.0,0.0,4.0,575.0,0.1,0.0,0.437,3.061,0.001
"Chicken thigh, sauteed, skin eaten",Pollo,"1 cup, cooked, diced",135.0,0.88,1.23,1.8,9.0,16.0,0.0,0.085,0.006,0.082,0.0,0.0,16.29,0.086,0.0,0.213,3.269,210.0,243.0,0.0,0.56,0.402,5.628,4.0,0.0,4.262,0.002,1.68,21.0,4.0,0.008,3.283,0.0,6.924,0.061,0.094,65.7,0.0,0.185,0.0,5.2,129.0,0.43,0.0,0.001,0.005,22.61,0.003,0.0,0.894,3.672,0.01,17.0,0.2,246.0,1.05,0.002,60.24,0.002,24.6,16.0,0.0,4.0,406.0,0.0,0.0,0.819,5.897,0.001
"Chicken thigh, sauteed, skin not eaten",Pollo,"1 cup, cooked, diced",135.0,0.88,1.17,1.4222222222222223,9.0,8.0,0.0,0.046,0.005,0.044,0.0,0.0,9.91,0.093,0.0,0.158,2.094,224.0,192.0,0.0,0.55,0.449,6.036,5.0,0.0,2.512,0.001,1.87,23.0,5.0,0.004,1.892,0.0,4.109,0.065,0.085,69.8,0.0,0.212,0.0,5.8,129.0,0.41,0.0,0.001,0.005,24.07,0.001,0.0,0.478,2.41,0.008,0.0,0.2,262.0,1.1,0.001,65.14,0.001,26.3,8.0,0.0,5.0,410.0,0.0,0.0,0.521,3.556,0.001
"Chicken thigh, fried, coated, skin / coating eaten, from raw",Pollo,"1 cup, cooked, diced",135.0,0.88,1.14,2.022222222222222,15.0,14.0,0.0,0.104,0.005,0.068,0.1,0.0,18.61,0.142,0.0,0.409,4.496,179.0,273.0,10.0,1.48,0.327,5.012,22.0,0.0,4.168,0.002,1.42,20.0,5.0,0.006,3.17,0.0,7.848,0.063,0.075,55.9,5.98,0.185,0.0,9.7,106.0,0.35,0.0,0.001,0.004,19.01,0.002,0.2,0.733,5.061,0.008,18.0,0.2,209.0,1.3,0.002,55.59,0.002,21.2,14.0,0.0,15.0,346.0,0.0,0.0,0.822,6.968,0.001
"Chicken thigh, fried, coated, skin / coating not eaten, from raw",Pollo,"1 cup, cooked, diced",135.0,0.88,1.15,1.4222222222222223,9.0,8.0,0.0,0.047,0.005,0.044,0.0,0.0,9.93,0.094,0.0,0.158,2.098,224.0,192.0,0.0,0.55,0.45,6.048,5.0,0.0,2.517,0.001,1.87,23.0,5.0,0.004,1.896,0.0,4.117,0.065,0.085,69.9,0.0,0.212,0.0,5.8,130.0,0.41,0.0,0.001,0.005,24.12,0.001,0.0,0.479,2.415,0.008,0.0,0.2,262.0,1.1,0.001,65.27,0.001,26.4,8.0,0.0,5.0,334.0,0.0,0.0,0.522,3.563,0.001
"Chicken thigh, fried, coated, prepared skinless, coating eaten, from raw",Pollo,"1 cup, cooked, diced",135.0,0.88,1.22,1.711111111111111,15.0,8.0,0.0,0.073,0.004,0.038,0.1,0.0,13.49,0.148,0.0,0.364,3.552,190.0,231.0,10.0,1.47,0.364,5.327,23.0,0.0,2.767,0.001,1.56,21.0,6.0,0.003,2.057,0.0,5.591,0.066,0.068,59.0,5.96,0.206,0.0,10.1,106.0,0.34,0.0,0.001,0.004,20.14,0.001,0.2,0.401,4.046,0.006,5.0,0.2,221.0,1.33,0.001,59.38,0.001,22.6,8.0,0.0,16.0,426.0,0.0,0.0,0.583,5.091,0.001
"Chicken thigh, fried, coated, skin / coating eaten, from pre-cooked",Pollo,"1 cup, cooked, diced",135.0,0.88,1.2,2.051851851851852,16.0,13.0,0.0,0.108,0.004,0.065,0.12,0.0,19.01,0.153,0.0,0.446,4.726,172.0,277.0,12.0,1.66,0.311,4.872,26.0,0.0,4.135,0.001,1.36,19.0,6.0,0.006,3.137,0.0,8.006,0.063,0.071,53.8,7.15,0.184,0.0,10.5,101.0,0.34,0.0,0.001,0.004,18.23,0.002,0.3,0.699,5.321,0.007,19.0,0.2,200.0,1.34,0.001,54.47,0.002,20.5,13.0,0.0,18.0,464.0,0.0,0.0,0.82,7.158,0.001
"Chicken thigh, fried, coated, skin / coating not eaten, from pre-cooked",Pollo,"1 cup, cooked, diced",135.0,0.88,1.14,1.4222222222222223,9.0,8.0,0.0,0.046,0.005,0.044,0.0,0.0,9.91,0.093,0.0,0.158,2.094,224.0,192.0,0.0,0.55,0.449,6.036,5.0,0.0,2.512,0.001,1.87,23.0,5.0,0.004,1.892,0.0,4.109,0.065,0.085,69.8,0.0,0.212,0.0,5.8,129.0,0.41,0.0,0.001,0.005,24.07,0.001,0.0,0.478,2.41,0.008,0.0,0.2,262.0,1.1,0.001,65.14,0.001,26.3,8.0,0.0,5.0,410.0,0.0,0.0,0.521,3.556,0.001
"Chicken thigh, fried, coated, skin / coating eaten, from fast food",Pollo,"1 cup, cooked, diced",135.0,0.88,1.14,2.1777777777777776,50.0,14.0,0.0,0.145,0.002,0.123,0.1,0.0,19.67,0.154,0.0,0.487,3.751,179.0,294.0,21.0,1.46,0.141,4.966,47.0,0.0,4.566,0.002,1.23,20.0,11.0,0.007,3.124,0.0,8.93,0.08,0.053,70.4,13.0,0.265,0.0,5.2,87.0,0.35,0.0,0.0,0.002,16.26,0.002,0.3,0.645,4.355,0.005,5.0,0.2,203.0,1.26,0.005,48.48,0.01,21.6,14.0,0.0,32.0,748.0,0.0,0.0,1.148,8.058,0.001
"Chicken thigh, fried, coated, skin / coating not eaten, from fast food",Pollo,"1 cup, cooked, diced",135.0,0.88,1.21,1.614814814814815,27.0,11.0,0.0,0.081,0.002,0.046,0.1,0.0,12.8,0.151,0.0,0.304,2.831,175.0,218.0,10.0,1.27,0.165,5.079,29.0,0.0,2.703,0.001,1.62,19.0,12.0,0.003,1.97,0.0,5.305,0.083,0.056,96.6,6.31,0.306,0.0,5.2,102.0,0.41,0.0,0.0,0.003,19.42,0.001,0.2,0.405,3.247,0.005,5.0,0.2,210.0,1.19,0.002,59.27,0.003,25.6,11.0,0.0,22.0,613.0,0.0,0.0,0.603,4.787,0.001
"Chicken thigh, fried, coated, skin / coating eaten, from restaurant",Pollo,"1 cup, cooked, diced",135.0,0.88,1.14,2.1777777777777776,50.0,14.0,0.0,0.145,0.002,0.123,0.1,0.0,19.67,0.154,0.0,0.487,3.751,179.0,294.0,21.0,1.46,0.141,4.966,47.0,0.0,4.566,0.002,1.23,20.0,11.0,0.007,3.124,0.0,8.93,0.08,0.053,70.4,13.0,0.265,0.0,5.2,87.0,0.35,0.0,0.0,0.002,16.26,0.002,0.3,0.645,4.355,0.005,5.0,0.2,203.0,1.26,0.005,48.48,0.01,21.6,14.0,0.0,32.0,748.0,0.0,0.0,1.148,8.058,0.001
"Chicken thigh, fried, coated, skin / coating not eaten, from restaurant",Pollo,"1 cup, cooked, diced",135.0,0.88,1.23,1.614814814814815,27.0,11.0,0.0,0.081,0.002,0.046,0.1,0.0,12.8,0.151,0.0,0.304,2.831,175.0,218.0,10.0,1.27,0.165,5.079,29.0,0.0,2.703,0.001,1.62,19.0,12.0,0.003,1.97,0.0,5.305,0.083,0.056,96.6,6.31,0.306,0.0,5.2,102.0,0.41,0.0,0.0,0.003,19.42,0.001,0.2,0.405,3.247,0.005,5.0,0.2,210.0,1.19,0.002,59.27,0.003,25.6,11.0,0.0,22.0,613.0,0.0,0.0,0.603,4.787,0.001
"Chicken thigh, baked, coated, skin / coating eaten",Pollo,"1 cup, cooked, diced",135.0,0.88,1.21,1.7777777777777777,13.0,15.0,0.0,0.078,0.005,0.074,0.07,0.0,14.99,0.126,0.0,0.203,3.045,196.0,240.0,7.0,0.55,0.366,5.402,16.0,0.0,3.888,0.002,1.56,21.0,5.0,0.007,2.992,0.0,6.335,0.064,0.085,61.3,3.98,0.191,0.0,4.9,118.0,0.39,0.0,0.001,0.004,20.96,0.003,0.2,0.804,3.42,0.009,18.0,0.2,229.0,1.24,0.002,59.12,0.002,23.1,15.0,0.0,12.0,420.0,0.0,0.0,0.751,5.409,0.001
"Chicken thigh, baked, coated, skin / coating not eaten",Pollo,"1 cup, cooked, diced",135.0,0.88,1.14,1.4222222222222223,9.0,8.0,0.0,0.046,0.005,0.044,0.0,0.0,9.91,0.093,0.0,0.158,2.094,224.0,192.0,0.0,0.55,0.449,6.036,5.0,0.0,2.512,0.001,1.87,23.0,5.0,0.004,1.892,0.0,4.109,0.065,0.085,69.8,0.0,0.212,0.0,5.8,129.0,0.41,0.0,0.001,0.005,24.07,0.001,0.0,0.478,2.41,0.008,0.0,0.2,262.0,1.1,0.001,65.14,0.001,26.3,8.0,0.0,5.0,410.0,0.0,0.0,0.521,3.556,0.001
"Chicken wing, NS as to cooking method",Pollo,"1 wing, any size",35.0,0.88,0.3,7.3428571428571425,33.0,26.0,0.0,0.043,0.0,0.094,0.6,0.0,18.04,0.078,0.0,0.106,2.02,251.0,257.0,0.0,0.12,0.212,7.454,8.0,0.0,4.627,0.0,1.57,23.0,8.0,0.0,3.7,0.0,7.332,0.057,0.028,58.2,0.6,0.161,0.0,0.0,129.0,0.45,0.0,0.0,0.0,23.42,0.0,0.0,1.164,2.177,0.0,0.0,0.0,285.0,0.93,0.0,57.23,0.0,38.2,26.0,0.0,8.0,579.0,0.0,0.0,0.823,6.098,0.0
"Chicken wing, baked, broiled, or roasted, from raw",Pollo,"1 wing, any size",35.0,0.88,0.32,7.2,18.0,12.0,0.0,0.1,0.004,0.097,0.0,0.0,16.74,0.064,0.0,0.164,3.19,146.0,252.0,0.0,0.68,0.554,6.27,9.0,0.0,4.937,0.0,1.63,19.0,9.0,0.008,3.852,0.0,7.645,0.041,0.097,110.4,0.0,0.152,0.0,0.3,140.0,0.35,0.0,0.0,0.006,23.6,0.004,0.0,1.106,3.562,0.012,0.0,0.2,210.0,0.83,0.007,58.93,0.002,25.3,12.0,0.0,9.0,404.0,0.0,0.0,0.92,6.385,0.0
"Chicken wing, baked or broiled, from pre-cooked",Pollo,"1 wing, any size",35.0,0.88,0.3,7.3428571428571425,33.0,26.0,0.0,0.043,0.0,0.094,0.6,0.0,18.04,0.078,0.0,0.106,2.02,251.0,257.0,0.0,0.12,0.212,7.454,8.0,0.0,4.627,0.0,1.57,23.0,8.0,0.0,3.7,0.0,7.332,0.057,0.028,58.2,0.6,0.161,0.0,0.0,129.0,0.45,0.0,0.0,0.0,23.42,0.0,0.0,1.164,2.177,0.0,0.0,0.0,285.0,0.93,0.0,57.23,0.0,38.2,26.0,0.0,8.0,579.0,0.0,0.0,0.823,6.098,0.0
"Chicken wing, baked or broiled, from fast food / restaurant",Pollo,1 wing,35.0,0.88,0.3,7.542857142857143,18.0,12.0,0.0,0.111,0.004,0.096,0.0,0.0,18.35,0.063,0.0,0.247,3.794,143.0,264.0,0.0,1.05,0.541,6.132,9.0,0.0,5.093,0.0,1.59,18.0,9.0,0.008,3.958,0.0,8.316,0.04,0.095,108.0,0.0,0.148,0.0,2.3,137.0,0.34,0.0,0.0,0.006,23.08,0.004,0.0,1.089,4.244,0.012,0.0,0.2,206.0,0.82,0.007,57.64,0.002,24.7,12.0,0.0,9.0,478.0,0.0,0.0,0.956,7.062,0.0
"Chicken wing, rotisserie",Pollo,"1 wing, any size",35.0,0.88,0.32,7.3428571428571425,33.0,26.0,0.0,0.043,0.0,0.094,0.6,0.0,18.04,0.078,0.0,0.106,2.02,251.0,257.0,0.0,0.12,0.212,7.454,8.0,0.0,4.627,0.0,1.57,23.0,8.0,0.0,3.7,0.0,7.332,0.057,0.028,58.2,0.6,0.161,0.0,0.0,129.0,0.45,0.0,0.0,0.0,23.42,0.0,0.0,1.164,2.177,0.0,0.0,0.0,285.0,0.93,0.0,57.23,0.0,38.2,26.0,0.0,8.0,579.0,0.0,0.0,0.823,6.098,0.0
"Chicken wing, stewed",Pollo,"1 wing, any size",35.0,0.88,0.32,7.057142857142857,12.0,40.0,0.0,0.188,0.02,0.139,0.0,0.0,16.69,0.04,0.0,0.129,3.056,120.0,247.0,0.0,0.27,0.218,4.584,3.0,0.0,4.673,0.0,1.62,16.0,3.0,0.02,3.472,0.0,6.548,0.046,0.129,50.9,0.0,0.102,0.0,0.2,69.0,0.18,0.0,0.0,0.05,22.6,0.0,0.0,0.883,3.552,0.03,0.0,0.1,138.0,1.12,0.0,61.69,0.0,18.4,40.0,0.0,3.0,374.0,0.0,0.0,0.933,5.397,0.0
"Chicken wing, grilled without sauce",Pollo,"1 wing, any size",35.0,0.88,0.32,7.571428571428571,18.0,12.0,0.0,0.112,0.004,0.096,0.0,0.0,18.39,0.063,0.0,0.247,3.801,143.0,265.0,0.0,1.05,0.542,6.144,9.0,0.0,5.103,0.0,1.6,18.0,9.0,0.008,3.966,0.0,8.333,0.04,0.095,108.2,0.0,0.149,0.0,2.3,137.0,0.34,0.0,0.0,0.006,23.13,0.004,0.0,1.091,4.252,0.012,0.0,0.2,206.0,0.82,0.007,57.75,0.002,24.8,12.0,0.0,9.0,402.0,0.0,0.0,0.958,7.077,0.0
"Chicken wing, grilled with sauce",Pollo,"1 wing, any size",35.0,0.88,0.32,7.142857142857143,21.0,10.0,812.0,0.096,0.003,0.079,5.94,24.0,15.49,0.056,0.0,0.221,3.241,120.0,250.0,0.0,1.07,0.456,5.122,8.0,0.0,4.222,0.0,1.33,17.0,8.0,0.006,3.277,0.0,6.971,0.045,0.078,89.6,7.28,0.131,0.0,2.6,112.0,0.28,0.0,0.0,0.005,19.03,0.003,0.2,0.892,3.629,0.01,16.0,0.2,210.0,0.78,0.006,56.92,0.006,20.5,11.0,0.0,8.0,568.0,0.1,0.0,0.794,5.935,0.0
"Chicken wing, sauteed",Pollo,"1 wing, any size",35.0,0.88,0.3,7.571428571428571,18.0,12.0,0.0,0.112,0.004,0.096,0.0,0.0,18.39,0.063,0.0,0.247,3.801,143.0,265.0,0.0,1.05,0.542,6.144,9.0,0.0,5.103,0.0,1.6,18.0,9.0,0.008,3.966,0.0,8.333,0.04,0.095,108.2,0.0,0.149,0.0,2.3,137.0,0.34,0.0,0.0,0.006,23.13,0.004,0.0,1.091,4.252,0.012,0.0,0.2,206.0,0.82,0.007,57.75,0.002,24.8,12.0,0.0,9.0,402.0,0.0,0.0,0.958,7.077,0.0
"Chicken wing, fried, coated, from raw",Pollo,"1 wing, any size",35.0,0.88,0.3,8.257142857142858,22.0,11.0,0.0,0.125,0.003,0.08,0.1,0.0,20.24,0.124,0.0,0.435,4.911,125.0,289.0,10.0,1.87,0.438,5.413,26.0,0.0,4.829,0.0,1.34,17.0,9.0,0.006,3.707,0.0,8.953,0.046,0.076,89.6,5.96,0.156,0.0,7.3,112.0,0.28,0.0,0.0,0.005,19.39,0.003,0.2,0.889,5.513,0.009,5.0,0.2,176.0,1.11,0.005,53.5,0.002,21.3,11.0,0.0,19.0,419.0,0.0,0.0,0.931,7.893,0.0
"Chicken wing, fried, coated, from pre-cooked",Pollo,"1 wing, any size",35.0,0.88,0.32,8.4,22.0,10.0,0.0,0.128,0.003,0.076,0.12,0.0,20.59,0.136,0.0,0.472,5.127,122.0,294.0,12.0,2.03,0.417,5.262,30.0,0.0,4.77,0.0,1.29,17.0,9.0,0.006,3.652,0.0,9.068,0.047,0.072,85.8,7.15,0.157,0.0,8.3,107.0,0.27,0.0,0.0,0.004,18.62,0.003,0.3,0.848,5.759,0.009,6.0,0.2,170.0,1.16,0.005,52.59,0.002,20.6,10.0,0.0,21.0,461.0,0.0,0.0,0.925,8.048,0.0
"Chicken wing, fried, coated, from fast food",Pollo,"1 wing, any size",35.0,0.88,0.31,9.228571428571428,61.0,14.0,0.0,0.165,0.002,0.144,0.1,0.0,21.28,0.149,0.0,0.556,3.999,187.0,323.0,24.0,1.57,0.16,5.656,49.0,0.0,4.983,0.003,1.13,22.0,9.0,0.009,3.349,0.0,9.943,0.077,0.056,68.8,15.0,0.231,0.0,5.2,94.0,0.38,0.0,0.0,0.003,17.77,0.002,0.3,0.68,4.684,0.006,5.0,0.1,221.0,1.29,0.005,43.09,0.014,24.2,14.0,0.0,32.0,843.0,0.0,0.0,1.292,8.998,0.0
"Chicken wing, fried, coated, from restaurant",Pollo,"1 wing, any size",35.0,0.88,0.31,9.228571428571428,61.0,14.0,0.0,0.165,0.002,0.144,0.1,0.0,21.28,0.149,0.0,0.556,3.999,187.0,323.0,24.0,1.57,0.16,5.656,49.0,0.0,4.983,0.003,1.13,22.0,9.0,0.009,3.349,0.0,9.943,0.077,0.056,68.8,15.0,0.231,0.0,5.2,94.0,0.38,0.0,0.0,0.003,17.77,0.002,0.3,0.68,4.684,0.006,5.0,0.1,221.0,1.29,0.005,43.09,0.014,24.2,14.0,0.0,32.0,843.0,0.0,0.0,1.292,8.998,0.0
"Chicken wing, baked, coated",Pollo,"1 wing, any size",35.0,0.88,0.32,7.428571428571429,21.0,11.0,0.0,0.102,0.003,0.087,0.07,0.0,16.87,0.106,0.0,0.233,3.523,136.0,260.0,7.0,0.99,0.491,5.866,21.0,0.0,4.643,0.0,1.48,18.0,9.0,0.007,3.605,0.0,7.6,0.045,0.086,99.5,3.98,0.158,0.0,2.3,125.0,0.31,0.0,0.0,0.005,21.42,0.003,0.2,0.982,3.941,0.01,3.0,0.2,193.0,1.03,0.006,56.88,0.002,23.3,11.0,0.0,16.0,417.0,0.0,0.0,0.876,6.468,0.0
"Chicken ""wings"" with hot sauce, from fast food / restaurant",Pollo,1 drummette,22.0,0.88,0.19,12.363636363636363,39.0,76.0,0.0,0.086,0.002,0.445,2.26,73.0,20.2,0.065,0.0,0.284,2.641,179.0,272.0,6.0,0.88,0.249,5.218,16.0,4.0,6.294,0.042,1.1,18.0,6.0,0.114,3.944,0.0,7.889,0.055,0.041,53.0,6.18,0.154,3.0,3.5,102.0,0.34,0.0,0.069,0.001,16.78,0.001,0.1,0.802,2.998,0.004,0.0,0.2,213.0,0.79,0.095,54.71,0.006,25.1,82.0,0.0,12.0,842.0,0.2,0.0,1.341,6.91,0.098
"Chicken ""wings"" with other sauces or seasoning, from fast food / restaurant",Pollo,1 drummette,22.0,0.88,0.19,12.545454545454545,44.0,16.0,1001.0,0.098,0.001,0.102,7.55,29.0,17.39,0.068,0.0,0.324,2.819,182.0,276.0,6.0,1.05,0.169,5.371,17.0,0.0,4.137,0.001,1.13,20.0,6.0,0.004,3.019,0.0,7.636,0.066,0.036,53.6,13.13,0.162,0.0,3.4,92.0,0.34,0.0,0.0,0.001,16.95,0.001,0.2,0.767,3.219,0.002,19.0,0.0,257.0,0.88,0.002,50.53,0.011,25.5,18.0,0.0,12.0,761.0,0.1,0.0,0.916,6.71,0.0
"Chicken ""wings"", plain, from fast food / restaurant",Pollo,1 drummette,22.0,0.88,0.18,14.681818181818182,61.0,14.0,0.0,0.165,0.002,0.144,0.1,0.0,21.28,0.149,0.0,0.556,3.999,187.0,323.0,24.0,1.57,0.16,5.656,49.0,0.0,4.983,0.003,1.13,22.0,9.0,0.009,3.349,0.0,9.943,0.077,0.056,68.8,15.0,0.231,0.0,5.2,94.0,0.38,0.0,0.0,0.003,17.77,0.002,0.3,0.68,4.684,0.006,5.0,0.1,221.0,1.29,0.005,43.09,0.014,24.2,14.0,0.0,32.0,843.0,0.0,0.0,1.292,8.998,0.0
"Chicken ""wings"" with hot sauce, from precooked",Pollo,1 drummette,22.0,0.88,0.19,11.545454545454545,27.0,79.0,0.0,0.043,0.001,0.416,2.47,73.0,19.48,0.06,0.0,0.176,2.376,190.0,254.0,0.0,0.66,0.255,5.567,6.0,4.0,6.04,0.04,1.18,18.0,6.0,0.11,3.993,0.0,7.046,0.048,0.026,44.6,2.5,0.126,3.0,3.5,107.0,0.34,0.0,0.069,0.0,17.57,0.001,0.0,0.917,2.588,0.002,0.0,0.1,221.0,0.76,0.093,59.11,0.0,28.5,86.0,0.0,6.0,741.0,0.2,0.0,1.131,6.027,0.098
"Chicken ""wings"" with other sauces or seasoning, from precooked",Pollo,1 drummette,22.0,0.88,0.19,11.727272727272727,32.0,20.0,1001.0,0.055,0.0,0.072,7.76,29.0,16.67,0.064,0.0,0.215,2.553,193.0,258.0,0.0,0.84,0.176,5.722,6.0,0.0,3.881,0.0,1.22,20.0,6.0,0.0,3.068,0.0,6.788,0.059,0.021,45.2,9.42,0.133,0.0,3.4,97.0,0.34,0.0,0.0,0.0,17.74,0.0,0.2,0.884,2.807,0.0,19.0,0.0,265.0,0.84,0.0,54.96,0.005,28.9,22.0,0.0,6.0,660.0,0.1,0.0,0.705,5.822,0.0
"Chicken ""wings"", plain, from precooked",Pollo,1 drummette,22.0,0.88,0.19,13.363636363636363,22.0,10.0,0.0,0.128,0.003,0.076,0.12,0.0,20.59,0.136,0.0,0.472,5.127,122.0,294.0,12.0,2.03,0.417,5.262,30.0,0.0,4.77,0.0,1.29,17.0,9.0,0.006,3.652,0.0,9.068,0.047,0.072,85.8,7.15,0.157,0.0,8.3,107.0,0.27,0.0,0.0,0.004,18.62,0.003,0.3,0.848,5.759,0.009,6.0,0.2,170.0,1.16,0.005,52.59,0.002,20.6,10.0,0.0,21.0,461.0,0.0,0.0,0.925,8.048,0.0
"Chicken ""wings"" with hot sauce, from other sources",Pollo,1 drummette,22.0,0.88,0.19,12.136363636363637,36.0,77.0,0.0,0.073,0.002,0.436,2.32,73.0,19.98,0.064,0.0,0.252,2.562,182.0,267.0,4.0,0.82,0.251,5.323,13.0,4.0,6.218,0.041,1.12,18.0,6.0,0.113,3.959,0.0,7.636,0.053,0.036,50.5,5.08,0.146,3.0,3.5,104.0,0.34,0.0,0.069,0.001,17.02,0.001,0.1,0.837,2.875,0.003,0.0,0.2,215.0,0.78,0.094,56.03,0.004,26.1,83.0,0.0,10.0,812.0,0.2,0.0,1.278,6.645,0.098
"Chicken ""wings"" with other sauces or seasoning, from other sources",Pollo,1 drummette,22.0,0.88,0.2,12.318181818181818,40.0,17.0,1001.0,0.085,0.001,0.093,7.62,29.0,17.17,0.067,0.0,0.291,2.739,185.0,271.0,4.0,0.99,0.171,5.476,14.0,0.0,4.06,0.001,1.16,20.0,6.0,0.003,3.034,0.0,7.382,0.064,0.032,51.1,12.01,0.153,0.0,3.4,93.0,0.34,0.0,0.0,0.001,17.19,0.001,0.2,0.802,3.095,0.001,19.0,0.0,259.0,0.87,0.001,51.86,0.009,26.5,19.0,0.0,11.0,731.0,0.1,0.0,0.853,6.444,0.0
"Chicken ""wings"", plain, from other sources",Pollo,1 drummette,22.0,0.88,0.2,14.272727272727273,49.0,13.0,0.0,0.154,0.002,0.124,0.11,0.0,21.07,0.145,0.0,0.531,4.337,167.0,314.0,20.0,1.7,0.237,5.538,43.0,0.0,4.919,0.002,1.18,20.0,9.0,0.008,3.44,0.0,9.68,0.068,0.061,73.9,12.64,0.209,0.0,6.2,98.0,0.35,0.0,0.0,0.003,18.03,0.002,0.3,0.73,5.006,0.007,5.0,0.1,206.0,1.25,0.005,45.94,0.01,23.1,13.0,0.0,29.0,729.0,0.0,0.0,1.182,8.713,0.0
"Chicken ""wings"", boneless, with hot sauce, from fast food / restaurant",Pollo,1 boneless wing,35.0,0.88,0.31,8.057142857142857,17.0,19.0,769.0,0.104,0.001,0.118,5.72,38.0,16.87,0.098,0.0,0.341,4.713,211.0,282.0,7.0,1.12,0.149,4.739,18.0,1.0,3.33,0.019,0.5,21.0,6.0,0.031,2.058,0.0,6.191,0.056,0.039,33.0,20.03,0.175,1.0,6.4,45.0,0.25,0.0,0.017,0.002,12.36,0.001,0.9,0.234,5.134,0.004,18.0,0.2,232.0,0.89,0.029,47.84,0.007,13.6,22.0,0.0,13.0,877.0,0.6,0.0,0.892,5.812,0.025
"Chicken ""wings"", boneless, with hot sauce, from other sources",Pollo,1 boneless wing,35.0,0.88,0.32,6.628571428571429,38.0,19.0,769.0,0.056,0.0,0.106,6.08,45.0,11.82,0.127,0.0,0.294,4.583,157.0,232.0,9.0,1.94,0.291,4.689,31.0,6.0,2.489,0.013,0.51,25.0,16.0,0.031,1.688,0.0,3.467,0.081,0.024,37.1,19.98,0.071,1.0,14.4,31.0,0.14,0.0,0.017,0.002,11.39,0.001,1.5,0.145,4.928,0.003,49.0,0.1,255.0,0.9,0.028,54.03,0.006,15.1,24.0,0.0,25.0,827.0,0.5,0.0,0.48,3.237,0.025
"Chicken, back",Pollo,"1 small back (yield after cooking, bone removed)",110.0,0.88,0.96,2.709090909090909,21.0,104.0,0.0,0.198,0.02,0.159,0.0,0.0,20.8,0.06,0.0,0.179,4.006,153.0,298.0,0.0,0.27,0.268,6.662,6.0,0.0,5.772,0.0,2.23,20.0,6.0,0.04,4.234,0.0,8.221,0.075,0.169,61.8,0.0,0.193,0.0,4.9,87.0,0.27,0.0,0.0,0.06,25.73,0.0,0.0,1.14,4.582,0.03,0.0,0.1,208.0,1.41,0.0,53.08,0.0,22.3,104.0,0.0,6.0,409.0,0.0,0.0,1.17,6.783,0.0
"Chicken, neck or ribs",Pollo,"1 neck (yield after cooking, bone removed)",35.0,0.88,0.3,7.0,27.0,48.0,0.0,0.198,0.02,0.139,0.0,0.0,17.95,0.04,0.0,0.149,3.451,121.0,245.0,0.0,0.27,0.099,3.291,3.0,0.0,4.958,0.0,2.7,13.0,3.0,0.03,3.719,0.0,7.16,0.096,0.119,48.9,0.0,0.246,0.0,3.9,69.0,0.14,0.0,0.0,0.04,19.45,0.0,0.0,1.012,3.907,0.02,0.0,0.1,107.0,2.28,0.0,61.22,0.0,17.2,48.0,0.0,3.0,374.0,0.0,0.0,0.952,5.871,0.0
"Chicken, tail",Pollo,1 tail,240.0,0.88,2.19,1.8916666666666666,14.0,78.0,0.0,0.53,0.02,0.33,0.0,0.0,40.68,0.036,0.0,0.33,7.83,125.0,454.0,0.0,0.4,0.1,5.581,2.0,0.0,11.42,0.0,1.23,15.0,2.0,0.04,8.74,0.0,17.03,0.064,0.11,45.7,0.0,0.127,0.0,2.4,83.0,0.2,0.0,0.0,0.04,20.36,0.0,0.0,2.4,8.57,0.01,0.0,0.2,136.0,1.51,0.0,40.29,0.0,20.0,78.0,0.0,2.0,65.0,0.0,0.0,2.02,13.92,0.0
